threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,highlight,res_id,js-response,threadview_response_body_link (2),threadview_response_body_link href (2),js-ng-setting href,js-response href,threadview_response_body_link (4)
"垢版
|
0258 名無しどんぶらこ 2025/11/28(金) 09:39:43.99",">>210
そりゃあ支持者へのパフォーマンスだよ

一議員の時は煽りまくりで無責任でも良かったけど総理になって責任を負うことの意味が分かってなかった

観光業界水産酪農業界エンタメ業界
今回のことでダメージを受けてるけどそれも全部責任負わなきゃいけない
言いっ放しは許されない",,>>210,,ID:qX9+YKa/0,2,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0259 名無しどんぶらこ 2025/11/28(金) 09:39:59.77","５ｃｈも勿論だがＸなんて彼の国の手先ばっかりだしなｗ

ほんとおまえらさ〜、ウイグルとかチベットとかトルクメニスタンとか地獄以上だし、
臓器摘出とか普通に行われてるし、民族浄化が現在進行形だけども、
そんな情報を本当に嘘だと思ってるの？っていうか情報入ってこないの？",,,,ID:eQrJ/JX10(1/2),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0260 名無しどんぶらこ 2025/11/28(金) 09:40:00.79",">>247
じゃお前敗戦と同時の中性子爆弾で死んで朝鮮人らにお前の家／家財　全部明け渡したら？",,>>247,,ID:cL2w+obB0(3/16),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0261 名無しどんぶらこ 2025/11/28(金) 09:40:04.94","従来政権との差別化アピールしたんだろ
アホすぎ
ダサすぎ
ヤバすぎ",,,,ID:SRjyhl5d0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0262 名無しどんぶらこ 2025/11/28(金) 09:40:06.52",">>249
でも、トランプは習近平支持だけどなw",,>>249,,ID:5n4f0ayU0(2/5),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0263 名無しどんぶらこ 2025/11/28(金) 09:40:18.42",">>253
キチガイカルト集団だよな
さすが自称するだけはある
s://i.imgur.com/TVh056J.png",,>>253,,ID:cpIE0x5z0(13/21),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0264 名無しどんぶらこ 2025/11/28(金) 09:40:24.90",">>210
口の軽い人だから",,>>210,,ID:cRoYL2Da0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0265 名無しどんぶらこ 2025/11/28(金) 09:40:25.02",">>256
安倍は優秀だったよな",,>>256,,ID:GQnYXTi+0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0266 名無しどんぶらこ 2025/11/28(金) 09:40:35.56",">>238
台湾には尖閣諸島も含まれます。と中国が主張して制圧してくる想定だったかと。",,>>238,,ID:t2SepxQG0(4/9),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0267 名無しどんぶらこ 2025/11/28(金) 09:40:37.82",つまり日本は台湾侵攻に介入するために存立危機事態という法的な概念を作ったと認めるということね,,,,ID:AsIGEeEI0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0268 名無しどんぶらこ 2025/11/28(金) 09:40:38.80",">>255
意味不明
台湾有事を起こすのは中国側だ",,>>255,,ID:bJLVCAIU0(8/10),3,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0269 名無しどんぶらこ 2025/11/28(金) 09:40:39.14",">>245
台湾有事が起きても尖閣がそのままの状態も普通に考えられると思うんだが……",,>>245,,ID:gaRBOYTn0(10/13),2,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0270 名無しどんぶらこ 2025/11/28(金) 09:40:39.72",中国と日本の老人は無視しておくのが1番,,,,ID:GSA2czkI0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0271 名無しどんぶらこ 2025/11/28(金) 09:40:41.49",">>1
習近平は高市総理誕生にあたり祝電出さなかったしな
最初っからやる気マンマンだったんだよ

岡田が犬笛吹いて、朝日が知らせて予定通り",,>>1,,ID:d6oz4KIv0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0272 名無しどんぶらこ 2025/11/28(金) 09:40:43.86",Xみたいにここも国表示になったら工作員どんくらい減るんだろな,,,,ID:q7jhqwQO0(3/5),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0273 名無しどんぶらこ 2025/11/28(金) 09:40:53.10",">>4
そもそも20世紀前半は戦争が多すぎる。これは当時の人類が総じて愚かだったことを意味する。全人類が反省し設立されたのが国連でありその反省に立って平和が保たれている。その平和を壊そうとしているのが中共に他ならない。",,>>4,,ID:vo22QSc/0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0274 名無しどんぶらこ 2025/11/28(金) 09:40:53.11",総理も国会議員も消耗品扱い、組織と法人が残るだけ。ハイ！お次の番よ。,,,,ID:d4D7/p7+0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0275 名無しどんぶらこ 2025/11/28(金) 09:40:55.73",">>258
イオン松阪マーム岡田がシツコク聞いたからだと思う",,>>258,,ID:aqKRdmhj0(2/7),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0276 名無しどんぶらこ 2025/11/28(金) 09:40:56.29",">>259
情報入ってきているよ？
トランプは習近平支持",,>>259,,ID:5n4f0ayU0(3/5),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0277 名無しどんぶらこ 2025/11/28(金) 09:40:57.14","これは、その通り。
橋本やラサールが、戦争だーと言って煽っているだけ。",,,,ID:BLVBk3LS0(1/3),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0278 名無しどんぶらこ 2025/11/28(金) 09:40:59.55",">>243
つーか、そもそも、アメリカにとって、もはや中国マーケットは欠くべからざる市場だよ？

それを考えたら、日米安保が対中国でホントに機能する、とかまだ信じてるの？ｗ",,>>243,,ID:b1X1ji7A0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0279 名無しどんぶらこ 2025/11/28(金) 09:40:59.73",ネトウヨはすぐに過去を改ざんするよね,,,,ID:HZNRnD6w0(1/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0280 名無しどんぶらこ 2025/11/28(金) 09:41:30.14",">>268
物価高に追い詰められて、先に攻撃するのは日本だよ",,>>268,,ID:FbQX+Vzv0(3/9),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0281 名無しどんぶらこ 2025/11/28(金) 09:41:33.80","自民党が一貫してるとか
珍しい意見もあるんだな",,,,ID:l402lmPI0(1/5),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0282 名無しどんぶらこ 2025/11/28(金) 09:41:36.44",">>251
仮想敵国だよ
そうじゃないと４兆円の予算2023に出して10年で地下シェルター自衛隊用と称して自分ら用に整備もできやしない",,>>251,,ID:cL2w+obB0(4/16),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0283 名無しどんぶらこ 2025/11/28(金) 09:41:36.80","高市の擁護記事ってお米もそうだったし、なんでこうもアクロバットなのが多いのだろう？
わざとなのか",,,,ID:fOv+1VE60,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0284 名無しどんぶらこ 2025/11/28(金) 09:41:41.47","""ウクライナ和平案の争い; ロシア側にトランプ, ウクライナ側に欧州と日本【及川幸久】""
https:
//youtu.be/CTaH17vRqEY

""【速報】トランプ28項目和平案; 追い込まれたゼレンスキー; 欧州と共に反対する高市""
https:
//youtu.be/SxULC58vf5c

THE CORE",,,,ID:1/R/MAWN0(3/7),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0285 名無しどんぶらこ 2025/11/28(金) 09:41:50.89",">>272
早く導入して欲しい
コメント数は半分になるだろうけどｗ",,>>272,,ID:vCDheepz0(4/4),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0286 名無しどんぶらこ 2025/11/28(金) 09:42:02.61","広島出身の岸田さんはよかったよ
平和を望む総理として立派に外交もしてた",,,,ID:Xzsxm8/L0(3/4),2,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0287 名無しどんぶらこ 2025/11/28(金) 09:42:05.04",">>269
中国も台湾も「尖閣諸島は自分の物」ってしてるから問題なんだろうね。",,>>269,,ID:t2SepxQG0(5/9),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0288 名無しどんぶらこ 2025/11/28(金) 09:42:16.71",">>268
戦争は全て準備が膨大　各国のマッチポンプだよ",,>>268,,ID:cL2w+obB0(5/16),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0289 名無しどんぶらこ 2025/11/28(金) 09:42:32.70","オールドメディアはさあ
高市総理の答弁に対する
同盟国アメリカ特にアメリカ軍の反応を
取材してこいよ",,,,ID:E4OoSSxG0(9/12),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0290 名無しどんぶらこ 2025/11/28(金) 09:42:34.25",">>251
当然
仮想敵国じゃないと対中の国防の準備できねーじゃん",,>>251,,ID:3h4zfn+50(2/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0291 名無しどんぶらこ 2025/11/28(金) 09:42:48.56",">>285
Koreaネトウヨが全滅して、綺麗なスレになるから早くしてほしいよな",,>>285,,ID:FbQX+Vzv0(4/9),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0292 名無しどんぶらこ 2025/11/28(金) 09:42:58.42",">>286
岸田さんはバイデンと一緒に「台湾を防衛する！」
と共同記者会見やったらしい。",,>>286,,ID:E9sz64980(4/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0293 名無しどんぶらこ 2025/11/28(金) 09:43:02.39",日本政府の立場があたかも変わったかのような主張を国会で発言したのが高市だろ,,,,ID:C/frIPWU0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0294 名無しどんぶらこ 2025/11/28(金) 09:43:04.96",">>269
あいまい戦略って、尖閣をどうぞ取ってくださいとイコールだからね
日本が対応を協議してるあいだに電撃作戦で尖閣を占領されて終わり
一度占領されたらこっちから攻めないといけないんだぞ",,>>269,,ID:bJLVCAIU0(9/10),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0295 名無しどんぶらこ 2025/11/28(金) 09:43:08.28","付け火した岡田　火消ししてくれ
イオン／中国に「イオンモール長沙湘江新区」11／27オープン、湖南省2号店",,,,ID:Q48YEC660(4/6),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0296 名無しどんぶらこ 2025/11/28(金) 09:43:18.46",">>283
ネット世論のネトウヨを誰がコントロールしてるかって事だよ
自民以外は全部攻撃姿勢だろ",,>>283,,ID:nmomRxaF0(2/8),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0297 名無しどんぶらこ 2025/11/28(金) 09:43:23.98",">>268
お前らまだ「台湾有事」を理解してないのかw
お前らの親玉のCIAが中国に嫌がらせするためだけに火付け工作してるイチャモンでしかないんだぞ

軍備や戦争で儲けるためだけのユダヤの詐欺なんだよ
メガソーラー炎上商法と同じ
兵器売りつける前に問題をハッキリさせちゃ詐欺は成り立たねーの
わかったかい？",,>>268,,ID:cpIE0x5z0(14/21),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0298 名無しどんぶらこ 2025/11/28(金) 09:43:24.95",中共だってトヨタとBYDとの協業に多額の金を突っ込まされてイザとなったら西側諸国で売れないとかトヨタには怒り心頭だろうしよw,,,,ID:kCegNbRu0(8/11),2,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0299 名無しどんぶらこ 2025/11/28(金) 09:43:42.53",アホなのはバカパヨだけ,,,,ID:jSHRELxT0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0300 名無しどんぶらこ 2025/11/28(金) 09:43:45.45",">>181
傍からみると単にこれなんだよな。
岡田の質問なんて「仮定の話にはお答えできない」だけで良かった。",,>>181,,ID:egP/zQwg0(7/7),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0301 名無しどんぶらこ 2025/11/28(金) 09:43:57.39",">>280
太平洋戦争も日本が先に攻撃されたんだと思ってるやついそうだよな",,>>280,,ID:At9ZNfcK0(2/8),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0302 名無しどんぶらこ 2025/11/28(金) 09:44:00.05",">>251
日本中みんなそう思ってたのが今回の件で表面化しただけでしょ
公明や立憲やメディアや経団連はそう思ってないみたいだけど",,>>251,,ID:vsn57f6l0(4/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0303 名無しどんぶらこ 2025/11/28(金) 09:44:03.28","自衛官の応募がまた減る
https://imgur.com/mj7oMfO.jpeg

国民もやる気ない
https://imgur.com/NFjFQv1.jpeg",https://imgur.com/mj7oMfO.jpeg,https://imgur.com/NFjFQv1.jpeg,,ID:2qWayEoL0(1/8),,https://imgur.com/mj7oMfO.jpeg,https://imgur.com/NFjFQv1.jpeg,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0304 名無しどんぶらこ 2025/11/28(金) 09:44:05.23","つけ火新聞が捏造で戦争を煽るから
こうやって分かりやすく周知しとかないとな",,,,ID:biY7bhcK0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0305 名無しどんぶらこ 2025/11/28(金) 09:44:05.59",">>298
でも、トランプは習近平支持",,>>298,,ID:5n4f0ayU0(4/5),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0306 名無しどんぶらこ 2025/11/28(金) 09:44:08.12","高市さんが
大王製紙のお偉いさんからも「脊髄反射的な欠点がある」と評されるような人な上に
引くのは絶対嫌って性格だもんね
しかもインターンだったのに元アメリカ立法調査官って大々的に経歴詐称もしちゃう人
自分の体裁やミエが一番大事って感じ",,,,ID:6L+Hkgeb0(2/8),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0307 名無しどんぶらこ 2025/11/28(金) 09:44:09.49","あんなに口が軽いと重要な話しとか出来ないからな
よく考えて発言しないとダメだよ",,,,ID:EjvUKEJt0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0308 名無しどんぶらこ 2025/11/28(金) 09:44:11.88","立場は同じだから問題無いという話ではないんだよ。
安保法制以降の政権が台湾有事に関して集団的自衛権の話に言及してこなかったには理由がある。そこを理解しろと。
安倍もあの世で呆れてるわ",,,,ID:B35mJnUz0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0309 名無しどんぶらこ 2025/11/28(金) 09:44:25.76","これは、その通り。
国会答弁でも、高市は従来通りと言っていた。
岡田が、クドクドと具体的にはと聞いたので、具体的に答えただけ。",,,,ID:BLVBk3LS0(2/3),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
