threadview_response_info,inline-form2 href,inline-form2,inline-form2 (2),notranslate,threadview_response_body,notranslate (2),notranslate (3),notranslate (4),notranslate (5),notranslate (6),notranslate (7),notranslate (8),notranslate (9),notranslate (10),notranslate (11),notranslate (12),threadview_response_body_link href,threadview_response_body_link,res_id href,res_id,notranslate (13),js-response,threadview_response_body_embedlink href,threadview_response_body_thumbnail src,threadview_response_body_link href (2),threadview_response_body_link (2),js-ng-setting href,js-response href
"垢版
|
0110 嫌儲のユダー(米国は既に未来と通信しています) 2025/11/26(水) 05:48:12.29",https://donguri.5ch.net/,垢版,|,,"分割統治   
ぶんかつとうち   
divide and rule   

支配者が被支配者を分割、すなわち被支配者の団結を妨げて分裂させ、それをもって統治を容易にさせようと   
すること。「分割して統治せよ」ということばは、元来は古代ローマ帝国のその支配地域における統治術をさ   
したものである。そこでは被支配部族・民族が互いに離反・対立するように策し、ローマの支配に対する彼ら   
の敵愾心(てきがいしん)を分散させ、被支配者の連帯よりもローマへの忠誠心を生み出すようにした。そうす   
ることでローマ帝国の統治を容易にした。こうした統治術は植民地時代に欧州列強によって用いられ、イギリ   
スやフランスなどは分割統治を原則として植民地住民を統治した。たとえば、スーダンにおける統治でイギリ   
スは北部住民（アラブ系）と南部住民（ネグロイド系）の対立を利用し、南部住民を軍隊に用いて北部住民を   
抑え込むなどした。",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:ti9p1SdK0(4/5),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0111 名無しどんぶらこ 2025/11/26(水) 05:48:34.60",https://donguri.5ch.net/,垢版,|,,"高市「うちのバカヒ新聞が誤報をして申し訳ありません」   

これで解決じゃね？",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:PuMn/DEl0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0112 名無しどんぶらこ 2025/11/26(水) 05:48:50.22",https://donguri.5ch.net/,垢版,|,,"G20では   
高市さんは目的を達してるとも   

インドにはレアアースを宜しくと伝え   

戦闘機の開発は英伊日で開発しようねと   
トランプ大慌て",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:3C1Q/3Bx0(2/6),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0113 嫌儲のユダー(米国は既に未来と通信しています) 2025/11/26(水) 05:49:10.94",https://donguri.5ch.net/,垢版,|,,"米国(ユダヤ)は既に未来と通信しています。あらゆる未来技術を備えています。   
それでこの世界を裏で完全に統制しています。この世界の出来事は全て茶番です。   

自民党や維新、国民民主党、日本保守党、参政党などの右派が強いのは、   
米国の工作組織が裏でメディア言論人を操って巧妙に世論を誘導したり、   
資金面や人員面で支援したりしているからです。   
未来技術も所々で用いて世論を誘導しています。   

日本の政治を右派で固めて中露などと戦争させるためです。   

だから、自民党の政治資金規正法違反事件もトカゲのしっぽ切りで終る。   
共産党など比較的真面な議員の多い政党はメディア言論人に叩かれる。   
連合も共産党を排除しようとする。   
玉木の不倫も大した問題にならない。   
メディア言論人などが高市を異様に持ち上げる。",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:ti9p1SdK0(5/5),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0114 名無しどんぶらこ 2025/11/26(水) 05:50:33.27",https://donguri.5ch.net/,垢版,|,,"トランプ「おい、キンペ、サナエをこれ以上いじめたら、わかってるよな？」   
キンペ「は？そんな事言える立場か？   
レアアース無いとアメリカ終了やろが」   
トランプ「ぐぬぬぬ・・・」",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:oLKF+ciM0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0115 名無しどんぶらこ 2025/11/26(水) 05:51:04.49",https://donguri.5ch.net/,垢版,|,,"トランプの大好きなイタリアの首相とバグを見せつけ   
トランプ大慌て",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:3C1Q/3Bx0(3/6),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0116 名無しどんぶらこ 2025/11/26(水) 05:51:18.35",https://donguri.5ch.net/,垢版,|,,"立憲や朝日に責任転嫁してた奴らどんだけ洗脳されてるんだ   
おかしいと自分の頭で考えろよ。",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:ynGf2aqR0,,2,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0117 名無しどんぶらこ 2025/11/26(水) 05:53:31.21",https://donguri.5ch.net/,垢版,|,,">>1
これ書いた朝日が謝罪すりゃ終わる話だろ",,,,,,,,,,,,,>>1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:AcG22QQc0,,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0118 名無しどんぶらこ 2025/11/26(水) 05:54:13.99",https://donguri.5ch.net/,垢版,|,,"トランプ氏、米中電話協議を要請か　日本への「伝達役」を担った訳は [蚤の市★]？   

第二次日中戦争の回避ｗ   

2025年　高市早苗　台湾有事で存立危機事態適用宣言、防衛費GDP比２％の前倒し   
2026年　安保3文章改定（非核3原則の見直し：核共有？核兵器開発？）、憲法改憲（自衛隊の国軍化）、自衛隊法改定（徴兵制の復活）、スパイ防止法成立（治安維持法の復活）   
2027年　中華人民共和国　台灣侵攻？第二次日中戦争？日本国２度目の敗戦ｗ

【2025年】世界の軍事力ランキング（GFP）   
GFP（グローバル・ファイヤーパワー）による軍事力ランキングでは、各国の軍事力はPowerIndex（パワーインデックス）というスコアで表され、   
PowerIndexの数が小さいほど高い軍事力を有していることになります。   
※理論上は0.0000が最高   

順位   
3位　中国　0.0788
8位　日本　0.1839

中国：日本　→　23：1

兵員   
中国人民解放軍　300万人　自衛隊　31万人　→　10　：　１",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:5yyCY5cB0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0119 名無しどんぶらこ 2025/11/26(水) 05:57:00.80",https://donguri.5ch.net/,垢版,|,,"第二次世界大戦では、日独伊三国同盟でしたが   
今は、日英伊＋米韓ですわ",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:3C1Q/3Bx0(4/6),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0120 名無しどんぶらこ 2025/11/26(水) 05:57:26.04",https://donguri.5ch.net/,垢版,|,,">>116  
維新だけでなく、国民民主玉木も立憲民主党が悪い言い出したな   
高市ダメやんって流れになってきたのに、今更余計な事言うのが玉木だわ",,,,,,,,,,,,,>>116,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:pc7ldDfI0(2/3),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0121 名無しどんぶらこ 2025/11/26(水) 05:59:22.68",https://donguri.5ch.net/,垢版,|,,いや中国が勝手に勘違いして勝手にファビョってるだけだろ,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:Qvi04qxc0(1/2),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0122 名無しどんぶらこ 2025/11/26(水) 06:00:04.51",https://donguri.5ch.net/,垢版,|,,余計なことしたのは岡田でそれ以上の悪さしたのが朝日な,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:KpajRwZx0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0123 名無しどんぶらこ 2025/11/26(水) 06:02:08.98",https://donguri.5ch.net/,垢版,|,,答弁直後に高市周辺が動揺してた時点で高市の失言だよw,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:wS6RDL660(4/8),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0124 名無しどんぶらこ 2025/11/26(水) 06:02:26.37",https://donguri.5ch.net/,垢版,|,,"答弁の内容をよく精査もせずに条件反射的にキレ散らかして   
迷惑してるのはこっちだよ",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:Qvi04qxc0(2/2),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0125 名無しどんぶらこ 2025/11/26(水) 06:02:29.99",https://donguri.5ch.net/,垢版,|,,"円安バカ市が追い詰められていて草   
謝ったら死ぬ病気なんでしょ？   
どうすんの？w",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:VtsLpQvh0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0126 名無しどんぶらこ 2025/11/26(水) 06:03:22.77",https://donguri.5ch.net/,垢版,|,,"高市はトランプに激詰めされたんやろ   
もう記者の前で泣きそうな顔してたやん",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:OC9YUBXi0,,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0127 名無しどんぶらこ 2025/11/26(水) 06:04:19.14",https://donguri.5ch.net/,垢版,|,,">>1
トランプ電話では台湾の話はなかったと発表されてるけど   
なにまたへんな報道してるのさ",,,,,,,,,,,,,>>1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:eqV0FpCI0,,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0128 名無しどんぶらこ 2025/11/26(水) 06:06:19.53",https://donguri.5ch.net/,垢版,|,,木原も進二郎も高市言い過ぎた、言ってるやん,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:pc7ldDfI0(3/3),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0129 名無しどんぶらこ 2025/11/26(水) 06:06:20.99",https://donguri.5ch.net/,垢版,|,,高市早苗の失言で日本国民が益々貧しくなりますね,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:EKUCThlj0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0130 名無しどんぶらこ 2025/11/26(水) 06:06:32.39",https://donguri.5ch.net/,垢版,|,,">>126  
戦闘機開発の件じゃね   
F35をトップセールスしてる   
邪魔",,,,,,,,,,,,,>>126,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:3C1Q/3Bx0(5/6),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0131 名無しどんぶらこ 2025/11/26(水) 06:08:00.96",https://donguri.5ch.net/,垢版,|,,">>127  
どこでそんな発表が",,,,,,,,,,,,,>>127,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:wS6RDL660(5/8),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0132 名無しどんぶらこ 2025/11/26(水) 06:08:01.53",https://donguri.5ch.net/,垢版,|,,五毛は寝ないのか？,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:KVmQ0qsa0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0133 名無しどんぶらこ 2025/11/26(水) 06:08:24.41",https://donguri.5ch.net/,垢版,|,,"習近平主席がトランプ大統領に日本を抑えてくれと頼んだのか   
まぁ、日本に色々圧力掛けようとしてるけれど効果無い物ばかりだしトランプ政権の間は日米とあまり揉めたくないのかもね   
従来通りに過去の政府見解を踏襲すると言っている事を中国も分かっていて手を振り上げたけれど、日本が退かないから打つ手が無くなって来たのだろう   
そもそも中国側も仕掛ける時期が悪すぎる、ハネムーン期間に殴りかかって効果が十全に出る訳ない、今回の絵を描いた人物は能力が足りてない",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:mi09y8+j0(1/4),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0134 名無しどんぶらこ 2025/11/26(水) 06:10:18.86",https://donguri.5ch.net/,垢版,|,,"中国の刑務所から工作してる五毛すらもらえないお客さんが多くて困る   
1日何レスがノルマなんだろうか",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:niz3ReuK0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0135 名無しどんぶらこ 2025/11/26(水) 06:10:33.33",https://donguri.5ch.net/,垢版,|,,">>1
あーあ、トランプに怒られてやんの   
当然か   
忠実な犬は飼いたくてもキャンキャン吠える犬は要らないもんな   
ネトウヨと高市は責任取れよ   
代わりに戦争に行くのはお前らだからな",,,,,,,,,,,,,>>1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:oWrokGtI0(1/2),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0136 名無しどんぶらこ 2025/11/26(水) 06:11:03.70",https://donguri.5ch.net/,垢版,|,,"日本のメディアは中国の発表を基に記事にしてたからね   
米国発表の記事は無いし   
台湾の件も言い分は分かったとしか   
回答してないのでは？",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:3C1Q/3Bx0(6/6),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0137 名無しどんぶらこ 2025/11/26(水) 06:12:13.72",https://donguri.5ch.net/,垢版,|,,">>117  
答え合わせかな",,,,,,,,,,,,,>>117,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:LV6Ai9Dr0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0138 名無しどんぶらこ 2025/11/26(水) 06:12:34.03",https://donguri.5ch.net/,垢版,|,,トランプが動いてくれて良かったな、日本だけじゃどうにもならなかったぞ。,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:UNEflGyo0(1/2),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0139 名無しどんぶらこ 2025/11/26(水) 06:13:46.35",https://donguri.5ch.net/,垢版,|,,そんなこと言ったらトランプから高市への電話の内容も高市談でしかないだろ,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:wS6RDL660(6/8),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0140 名無しどんぶらこ 2025/11/26(水) 06:14:41.29",https://donguri.5ch.net/,垢版,|,,"トランプが仲裁してて草   
やっぱ高市は極右やね",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:X36WrIPK0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0141 名無しどんぶらこ 2025/11/26(水) 06:18:32.94",https://donguri.5ch.net/,垢版,|,,嘘を吐き続けて100年、朝日新聞です。,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:kTYaHiJh0(1/2),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0142 名無しどんぶらこ 2025/11/26(水) 06:18:49.70",https://donguri.5ch.net/,垢版,|,,">>138
でも電話の後、絶対に撤回しないと閣議決定したよ   
もう意地になってるんじゃない？",,,,,,,,,,,,,>>138,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:dc/Vi+tk0,,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0143 名無しどんぶらこ 2025/11/26(水) 06:22:28.99",https://donguri.5ch.net/,垢版,|,,"でも世論調査見ると高市発言は間違っていないと思っている人が多いし、中国の経済制裁も歓迎している意見多から高市自身は何も変えるつもりないでしょ   
中国の経済制裁はますますエスカレートして長期化すると思うよ",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:RVMBCc430(2/2),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0144 名無しどんぶらこ 2025/11/26(水) 06:24:47.23",https://donguri.5ch.net/,垢版,|,,でもトランプはこの間に台湾に対してミサイルを販売して納品してるんだよな,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:0P9+7Y7I0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0145 名無しどんぶらこ 2025/11/26(水) 06:29:35.13",https://donguri.5ch.net/,垢版,|,,">>116  
ネトウヨみたいなバカに合わせた政治やってんだから   
無理やろ",,,,,,,,,,,,,>>116,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:ADpIm5O70,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
