css-1jxf684,css-175oi2r href,css-9pa8cd src,css-175oi2r href (2),css-1jxf684 (2),css-1jxf684 (3),css-1jxf684 (4),css-1jxf684 href,css-1jxf684 (5),css-1jxf684 href (2),css-1jxf684 (6),css-1jxf684 href (3),css-1jxf684 (7),css-1jxf684 href (4),css-1jxf684 (8),css-1jxf684 href (5),css-1jxf684 (9),css-1jxf684 href (6),css-1jxf684 (10),css-1jxf684 (11),css-1jxf684 href (7),css-1jxf684 (12),css-1jxf684 href (8),css-1jxf684 (13),css-1jxf684 href (9),css-1jxf684 (14),css-1jxf684 (15),css-1jxf684 (17),css-1jxf684 (19),css-1jxf684 (21),css-146c3p1 href,css-146c3p1,css-175oi2r href (4),css-9pa8cd src (2),css-175oi2r href (5),r-4qtqp9 src,r-4qtqp9 src (2),r-4qtqp9 src (3),r-4qtqp9 src (4),r-4qtqp9 src (5),r-4qtqp9 src (6),r-4qtqp9 src (7),r-4qtqp9 src (8),r-4qtqp9 src (9),css-146c3p1 (2),css-146c3p1 href (2),css-9pa8cd src (3),css-175oi2r href (6),css-9pa8cd src (4),css-175oi2r href (7),css-9pa8cd src (5),css-1jxf684 (22),css-1jxf684 (23),r-4qtqp9 src (10),css-1jxf684 (24),css-1jxf684 (26),css-1jxf684 (25),css-1jxf684 (27),css-1jxf684 (28),css-1jxf684 (29),css-1jxf684 (30),css-1jxf684 (31),css-1jxf684 (32),css-1jxf684 (33),css-1jxf684 (34),css-1jxf684 (35),css-1jxf684 (36),css-1jxf684 (37),css-1jxf684 (38),css-146c3p1 (3)
法學院狂魔,https://x.com/Adepteater029,https://pbs.twimg.com/profile_images/1723148666293321728/bRtxD6Ie_x96.jpg,https://x.com/Adepteater029,@Adepteater029,·,"「そんなこと（企業／団体献金の見直し）よりも、定数の削減やりましょうよ」

この",,,,,,,,,,,,,高市,,,,,,,早苗,だけで、,発言,が「裏金問題」について全く反省していないことがよく判りますね,https://x.com/Adepteater029/status/1993810996725731819,11月27日,,,https://x.com/Adepteater029/status/1993810996725731819/analytics,https://abs-0.twimg.com/emoji/v2/svg/1f644.svg,,,,,,,,,,,,,,,,34,3.2万,,,,,,,,,,,,,,,,,
ブルームバーグニュース,https://x.com/BloombergJapan,https://pbs.twimg.com/profile_images/1636164932369793026/V0vkre8V_x96.jpg,https://x.com/BloombergJapan,@BloombergJapan,·,トランプ米大統領が25日に,,,,,,,,,,,,,高市,,,,,,,早苗,首相に電話をかけた際、台湾を巡る,発言,の語調を和らげるよう,https://x.com/BloombergJapan/status/1993847310497763650,23小时,https://t.co/pTSnhpIy3R,https://pbs.twimg.com/card_img/1993847311680618496/QGrgLTDs?format=jpg&name=medium,https://x.com/BloombergJapan/status/1993847310497763650/analytics,,,,,,,,,,,https://t.co/pTSnhpIy3R,https://pbs.twimg.com/profile_images/1631723279676317709/-fjgaR2p_bigger.jpg,,,,,153,4.7万,,,,,,,,,,,,,,,,,
ツッコミウルフ｜最新バズ速報＆動画,https://x.com/yamatama123987,https://pbs.twimg.com/profile_images/1826158605378416640/JISJyhgL_x96.jpg,https://x.com/yamatama123987,@yamatama123987,·,やっぱり無能な議員を減らすところからだよな。議員の定数はほんとに減らしてほしい。,,,,,,,,,,,,,高市,,,,,,,早苗,にとって、企業団体献金の規制強化は『そんなこと』,1,1,https://x.com/yamatama123987/status/1994190624719851920,23分钟,https://x.com/yamatama123987/status/1994190624719851920/photo/1,https://pbs.twimg.com/media/G6zJzYca0AAiZVr?format=jpg&name=medium,https://x.com/yamatama123987/status/1994190624719851920/analytics,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,
菅野完,https://x.com/noiehoie,https://pbs.twimg.com/profile_images/691483387333206016/Am5VOMsO_x96.jpg,https://x.com/noiehoie,@noiehoie,·,さんが大好きなの放送法に照らすと確実にアウトな,,,,,,,,,,,,,高市,,,,,,,早苗,ですな。,発言,非国民ハマーン【参政党は論外】@,https://x.com/noiehoie/status/1992922387021803680,11月24日,https://x.com/masirito22/status/1992800958699720952/photo/1,https://pbs.twimg.com/media/G6fZ6KVa8AA60A0?format=jpg&name=medium,https://x.com/noiehoie/status/1992922387021803680/analytics,https://abs-0.twimg.com/emoji/v2/svg/26c4.svg,https://abs-0.twimg.com/emoji/v2/svg/1f35c.svg,,,,,,,,,,https://pbs.twimg.com/profile_images/1746165346053369856/xojCb0o__normal.jpg,,,,,@masirito22,8.9万,,,,,,,,,,,,,,,,,
酒本正夫,https://x.com/SakemotoMasao,https://pbs.twimg.com/profile_images/1080795598939246592/LGRy_VsL_x96.jpg,https://x.com/SakemotoMasao,@SakemotoMasao,·,カタールのマスメディア。戦争,,,,,,,,,,,,,発言,,,,,,,高市,をし、G20を1時間も遅刻してきた,早苗,を映像でカット。G20集合写真は日本、アメリカはいつも中心にいるが、端に誘導され映像カット。これが,https://x.com/SakemotoMasao/status/1992374015298863210,11月23日,,https://pbs.twimg.com/amplify_video_thumb/1992298065428922369/img/lHeElD9nV6KkRy9I.jpg,https://x.com/SakemotoMasao/status/1992374015298863210/analytics,,,,,,,,,,,,https://pbs.twimg.com/profile_images/1962757636740296704/Z9Oa-2mI_normal.jpg,,,,,@AJEnglish,81万,,,,,,,,,,,,,,,,,
立川談四楼,https://x.com/Dgoutokuji,https://pbs.twimg.com/profile_images/378800000253558370/dffe80ecd7394cee75204c5d1d1a589f_x96.jpeg,https://x.com/Dgoutokuji,@Dgoutokuji,·,は保守と言われてきたが、維新と連立を組んだ途端、右翼へと舵を切った。改憲しかり、防衛費増大しかりで、戦争やる気満々の姿勢が露わとなった。タモリは慧眼だ。こんにちを予測したかのごとくに「新しい戦前」と言ったのだ。そうさせないために、この政権を全力で叩き潰さなければならない。,,,,,,,,,,,,,高市,,,,,,,早苗,251,"1,060","3,571",https://x.com/Dgoutokuji/status/1980844932886851739,10月22日,,,https://x.com/Dgoutokuji/status/1980844932886851739/analytics,,,,,,,,,,,,,,,,,,6.7万,,,,,,,,,,,,,,,,,
中国学.com,https://x.com/chugokugaku,https://pbs.twimg.com/profile_images/1724270832023977984/6xyxizjG_x96.png,https://x.com/chugokugaku,@chugokugaku,·,【新着記事】「,,,,,,,,,,,,,高市,,,,,,,早苗,総理,発言,と日中台関係――なぜ中国は強硬に応対するのか」：川島真・東京大学大学院総合文化研究科教授の論考。中国の強硬な態度について、中国と台湾との関係、つまり両岸（中台）関係という補助線を引き、その真意の解像度を上げようとする試みです。,https://x.com/chugokugaku/status/1993490468274139377,11月26日,https://t.co/odaCKTSSWk,https://pbs.twimg.com/card_img/1993489487448735745/HTvD6QYe?format=jpg&name=small,https://x.com/chugokugaku/status/1993490468274139377/analytics,,,,,,,,,,,,,https://t.co/odaCKTSSWk,,,,2,1.7万,,,,,,,,,,,,,,,,,
藤井セイラ,https://x.com/cobta,https://pbs.twimg.com/profile_images/1769651274562306048/El7cFkpP_x96.jpg,https://x.com/cobta,@cobta,·,中国や台湾の政治家、官僚、有識者、学生などが「日本の国民全体が中国や台湾と対立したいのではなく、一部の政治勢力が（先週「,,,,,,,,,,,,,高市,,,,,,,早苗,」と名指しだったのが範囲が拡大）好戦的なだけだとわかっていますよ。早く,発言,撤回してください」といっており、この猶予の間に日本政府は誠実に対応してほしい。,https://x.com/cobta/status/1993327699411255468,11月25日,,,https://x.com/cobta/status/1993327699411255468/analytics,,,,,,,,,,,,,,,,,92,2.1万,,,,,,,,,,,,,,,,,
あらかわ,https://x.com/kazu10233147,https://pbs.twimg.com/profile_images/1048542168871104513/kSRdR7aH_x96.jpg,https://x.com/kazu10233147,@kazu10233147,·,“台湾有事”暴言の,,,,,,,,,,,,,高市,,,,,,,早苗,。先月末習主席と交わした考えに「一切変わりはない」と虚言。ならば何故,発言,撤回しないのか。,https://x.com/kazu10233147/status/1991823210443419677,11月21日,,,https://x.com/kazu10233147/status/1991823210443419677/analytics,,,,,,,,,,,,,,,,,505,14万,,,,,,,,,,,,,,,,,
アテナ,https://x.com/akashic_athena,https://pbs.twimg.com/profile_images/1861998528840790016/js7s7T3b_x96.jpg,https://x.com/akashic_athena,@akashic_athena,·,"さんがどれ程 人気を博そうとも
今まで日本を壊してきた自民党の動きと連動してきた方。目先の動きに舞い上がってはいけない。今こそ、本質を見なくてはいけない。
なぜなら現案の緊急事態条項を通されたら日本終了だから。",https://x.com/hashtag/%E5%8F%82%E6%94%BF%E5%85%9A%E3%81%AF%E6%97%A5%E6%9C%AC%E3%81%AE%E5%B8%8C%E6%9C%9B?src=hashtag_click,#参政党は日本の希望,https://x.com/hashtag/%E8%87%AA%E6%B0%91%E5%85%9A%E3%81%AF%E8%A7%A3%E5%85%9A%E4%B8%80%E6%8A%9E?src=hashtag_click,#自民党は解党一択,https://x.com/hashtag/%E7%B7%8A%E6%80%A5%E4%BA%8B%E6%85%8B%E6%94%BF%E4%BB%A4%E3%81%AF%E7%8B%AC%E8%A3%81%E6%94%BF%E4%BB%A4?src=hashtag_click,#緊急事態政令は独裁政令,,,,,,,高市,,,,,,,·,神谷宗幣「油断してはいけないんです。参政党のような政党は二度と生まれないと思っているので、覚悟を持って取り組んでいます。」,引用,誠の維新,https://x.com/akashic_athena/status/1994196010113912929,1分钟,,https://pbs.twimg.com/amplify_video_thumb/1993687600427917312/img/zPqs_gcYd0JqzPnn.jpg,https://x.com/akashic_athena/status/1994196010113912929/analytics,,,,,,,,,,,,https://pbs.twimg.com/profile_images/1899797967642718208/ZnLNJSe2_normal.jpg,,,,,@makot0_ishin,,,,,,,,,,,,,,,,,,
人民網日本,https://x.com/peopledailyJP,https://pbs.twimg.com/profile_images/1957355707252248576/LuV0zyjV_x96.jpg,https://x.com/peopledailyJP,@peopledailyJP,·,外交部（外務省）の毛寧報道官は25日の定例記者会見で、中日の交流と協力が影響を受けていることに関する質問に対し、「このところ、中日間の交流と協力が影響を受けているのは、,,,,,,,,,,,,,高市,,,,,,,早苗,首相の台湾関連の誤った,発言,が中国人民の感情を深刻に傷つけ、中日交流の雰囲気を悪化させたからだ。日本は直ちに,https://x.com/peopledailyJP/status/1993246060177658294,11月25日,https://x.com/peopledailyJP/status/1993246060177658294/photo/1,https://pbs.twimg.com/media/G6luJL1bwAEoTdM?format=png&name=medium,https://x.com/peopledailyJP/status/1993246060177658294/analytics,,,,,,,,,,,,,,,,,显示更多,"4,966",,,,,,,,,,,,,,,,,
愛国心の足りないなまけ者 にきめっ！,https://x.com/tacowasa2nd,https://pbs.twimg.com/profile_images/1907105858690904064/mmYqvmKM_x96.jpg,https://x.com/tacowasa2nd,@tacowasa2nd,·,同盟国の筈のアメリカにまで露骨に迷惑がられてんじゃん、,,,,,,,,,,,,,高市,,,,,,,早苗,"。

トランプ氏、",高市,首相に中国への刺激回避促す　台湾,https://x.com/tacowasa2nd/status/1993936789103628530,17小时,https://t.co/9Rd61lcbtd,https://pbs.twimg.com/card_img/1994022462665658369/mLMIteKk?format=jpg&name=medium,https://x.com/tacowasa2nd/status/1993936789103628530/analytics,,,,,,,,,,,https://t.co/9Rd61lcbtd,,,,,,57,1万,,,,,,,,,,,,,,,,,
mooncave,https://x.com/mooncave3,https://pbs.twimg.com/profile_images/1754777734394617857/7oxITQZA_x96.jpg,https://x.com/mooncave3,@mooncave3,·,のダメダメ,,,,,,,,,,,,,高市,,,,,,,早苗,"・日本は属国ではない
・消費税はすべて社会保障費に使われている
・消費税は法人税の穴埋めに使われていない
・侵略国家ロシアは信用できない
・エボラ対策のために緊急事態条項は絶対必要
・食品の消費税率をゼロに
・国会議員の手取り給与は20～30万円
・LGBT法案に賛成",発言,36,https://x.com/mooncave3/status/1965221246133764386,9月9日,,,https://x.com/mooncave3/status/1965221246133764386/analytics,,,,,,,,,,,,,,,,,127,"9,895",,,,,,,,,,,,,,,,,
人民網日本,https://x.com/peopledailyJP,https://pbs.twimg.com/profile_images/1957355707252248576/LuV0zyjV_x96.jpg,https://x.com/peopledailyJP,@peopledailyJP,·,報道によると、,,,,,,,,,,,,,高市,,,,,,,早苗,首相の台湾関連,発言,に関し、日本の複数の高官は「従来の立場は変わらない」と主張し、,https://x.com/peopledailyJP/status/1991434196968174018,11月20日,https://x.com/peopledailyJP/status/1991434196968174018/photo/1,https://pbs.twimg.com/media/G6L-0boacAIF2Fm?format=png&name=medium,https://x.com/peopledailyJP/status/1991434196968174018/analytics,,,,,,,,,,,,,,,,,显示更多,92万,,,,,,,,,,,,,,,,,
litera,https://x.com/litera_web,https://pbs.twimg.com/profile_images/483448803299573760/1XxlIx08_x96.png,https://x.com/litera_web,@litera_web,·,が憲法改正に反対したテレビ局に「電波停止ありうる」と…民主主義を破壊する,,,,,,,,,,,,,高市,,,,,,,早苗,になぜテレビは沈黙するのか,発言,74,https://x.com/litera_web/status/1974360206755905808,10月4日,https://t.co/Yr3IosS5EY,https://pbs.twimg.com/card_img/1992168358687678464/JxeeGU-V?format=jpg&name=360x360,https://x.com/litera_web/status/1974360206755905808/analytics,,,,,,,,,,,,,https://t.co/Yr3IosS5EY,,,,"1,374",4.9万,,,,,,,,,,,,,,,,,
肉球新党「猫の生活が第一」,https://x.com/cat_pad299,https://pbs.twimg.com/profile_images/603052680764751872/wvgXAhlz_x96.jpg,https://x.com/cat_pad299,@cat_pad299,·,今月の,https://x.com/hashtag/%E5%8E%9F%E7%99%BA%E3%81%84%E3%82%89%E3%81%AA%E3%81%84%E9%87%91%E6%9B%9C%E8%A1%8C%E5%8B%95?src=hashtag_click,#原発いらない金曜行動,,,,,,,,,,,高市,,,,,,,早苗,は、11/21です。また、同じ場所で引き続き、,発言,の「存立危機事態」,https://x.com/cat_pad299/status/1990183257577783472,11月17日,https://x.com/cat_pad299/status/1990183257577783472/photo/1,https://pbs.twimg.com/media/G56NH6QaUAAQUmu?format=jpg&name=900x900,https://x.com/cat_pad299/status/1990183257577783472/analytics,,,,,,,,,,,,https://pbs.twimg.com/media/G56NH6JbMAAsndJ?format=jpg&name=small,https://x.com/cat_pad299/status/1990183257577783472/photo/2,,,,5,1.6万,,,,,,,,,,,,,,,,,
Mayer-Vietoris完全列,https://x.com/VietorisMayer,https://pbs.twimg.com/profile_images/1340520671785361408/GhUeYYpb_x96.jpg,https://x.com/VietorisMayer,@VietorisMayer,·,"のやってる事を「毅然とした態度」とは言わない。

空気も読まず、国内のネトウヨ向けに発信してるだけで、ますます世界で孤立化し、戦争の可能性が高まっていく。

旧敵国条項の復活まで言われ、そうなるとアメリカも助けてはくれない。",https://x.com/33chokemaru/status/1992804930676294119,"https://
x.com/33chokemaru/st
/33chokemaru/status/1992804930676294119
…",,,,,,,,,,,高市,,,,,,,早苗,は総理の器ではない。,高市,撤回し辞任すべき。,https://x.com/VietorisMayer/status/1992892538555187428,11月24日,,,https://x.com/VietorisMayer/status/1992892538555187428/analytics,,,,,,,,,,,,,,,,,1,141,,,,,,,,,,,,,,,,,
Mayer-Vietoris完全列,https://x.com/VietorisMayer,https://pbs.twimg.com/profile_images/1340520671785361408/GhUeYYpb_x96.jpg,https://x.com/VietorisMayer,@VietorisMayer,·,"のやってる事を「毅然とした態度」とは言わない。

空気も読まず、国内のネトウヨ向けに発信してるだけで、ますます世界で孤立化し、戦争の可能性が高まっていく。

旧敵国条項の復活まで言われ、そうなるとアメリカも助けてはくれない。",https://x.com/33chokemaru/status/1992804930676294119,"https://
x.com/33chokemaru/st
/33chokemaru/status/1992804930676294119
…",,,,,,,,,,,高市,,,,,,,早苗,は総理の器ではない。,高市,撤回し辞任すべき。,https://x.com/VietorisMayer/status/1992892538555187428,11月24日,,,https://x.com/VietorisMayer/status/1992892538555187428/analytics,,,,,,,,,,,,,,,,,1,141,,,,,,,,,,,,,,,,,
法學院狂魔,https://x.com/Adepteater029,,https://x.com/Adepteater029,@Adepteater029,·,"「組織がうまくいかなかった時のリーダーの責任の取り方については、自分なりの考え方がある」

ところで、",,,,,,,,,,,,,高市,,,,,,,早苗,は「放送法の解釈変更」における「総務省文書は捏造」,高市,"について責任を取りましたかね？

「文書が捏造でなかったら議員を辞める」旨の",https://x.com/Adepteater029/status/1964132424075403464,9月6日,,,https://x.com/Adepteater029/status/1964132424075403464/analytics,https://abs-0.twimg.com/emoji/v2/svg/1f644.svg,,,,,,,,,,,,,,,,110,15万,,,,,,,,,,,,,,,,,
ニューズウィーク日本版,https://x.com/Newsweek_JAPAN,https://pbs.twimg.com/profile_images/876762880120545281/ojkINOEh_x96.jpg,https://x.com/Newsweek_JAPAN,@Newsweek_JAPAN,·,米中急接近で,,,,,,,,,,,,,高市,,,,,,,高市,"政権に外交難局...日中悪化で高まる経済リスク 

＜",早苗,首相が外交面で難しい舵取りを迫られている。存立危機事態,https://x.com/Newsweek_JAPAN/status/1993634364756807857,11月26日,https://t.co/clWg4uvNoa,https://pbs.twimg.com/card_img/1993634365750812672/UpnWP1bf?format=jpg&name=medium,https://x.com/Newsweek_JAPAN/status/1993634364756807857/analytics,,,,,,,,,,,https://t.co/clWg4uvNoa,,,,,,5,"2,613",,,,,,,,,,,,,,,,,
法學院狂魔,https://x.com/Adepteater029,https://pbs.twimg.com/profile_images/1723148666293321728/bRtxD6Ie_x96.jpg,https://x.com/Adepteater029,@Adepteater029,·,"「組織がうまくいかなかった時のリーダーの責任の取り方については、自分なりの考え方がある」

ところで、",,,,,,,,,,,,,高市,,,,,,,早苗,は「放送法の解釈変更」における「総務省文書は捏造」,高市,"について責任を取りましたかね？

「文書が捏造でなかったら議員を辞める」旨の",https://x.com/Adepteater029/status/1964132424075403464,9月6日,,,https://x.com/Adepteater029/status/1964132424075403464/analytics,https://abs-0.twimg.com/emoji/v2/svg/1f644.svg,,,,,,,,,,,,,,,,110,15万,,,,,,,,,,,,,,,,,
法學院狂魔,https://x.com/Adepteater029,https://pbs.twimg.com/profile_images/1723148666293321728/bRtxD6Ie_x96.jpg,https://x.com/Adepteater029,@Adepteater029,·,"「組織がうまくいかなかった時のリーダーの責任の取り方については、自分なりの考え方がある」

ところで、",,,,,,,,,,,,,高市,,,,,,,早苗,は「放送法の解釈変更」における「総務省文書は捏造」,高市,"について責任を取りましたかね？

「文書が捏造でなかったら議員を辞める」旨の",https://x.com/Adepteater029/status/1964132424075403464,9月6日,,,https://x.com/Adepteater029/status/1964132424075403464/analytics,https://abs-0.twimg.com/emoji/v2/svg/1f644.svg,,,,,,,,,,,,,,,,110,15万,,,,,,,,,,,,,,,,,
あーぁ,https://x.com/sxzBST,https://pbs.twimg.com/profile_images/1488279026594906112/_EhkrTnX_x96.jpg,https://x.com/sxzBST,@sxzBST,·,膳場貴子「,https://x.com/i/status/1557723264482684928,,,,,,,,,,,,高市,,,,,,,発言,さんはさもしい顔して貰えるものは貰おう、そんな国民ばかりなら日本は滅びると,高市,したが？」,https://x.com/sxzBST/status/1975331928237875286,10月7日,,,https://x.com/sxzBST/status/1975331928237875286/analytics,https://abs-0.twimg.com/emoji/v2/svg/1f1ef-1f1f5.svg,,,,,,,,,"来自 
空日本のこころ",,,,,,,472,346万,,,,,,,,,,,,,,,,,
ビタミンメロン,https://x.com/rot_1715,https://pbs.twimg.com/profile_images/1840019288406798338/j8IXKHJO_x96.jpg,https://x.com/rot_1715,@rot_1715,·,"と麻生太郎って何のつもりなんだろうね。

ダンマリ決め込んで中国怒らせてトランプに裏切られて日本経済干上がる　らせて。

何が憲法改正！スパイ防止法だよ！

この2人国賊じゃねーか",https://x.com/hashtag/%E9%AB%98%E5%B8%82%E3%81%95%E3%82%93%E8%BF%B7%E6%83%91%E3%81%A0%E3%81%8B%E3%82%89%E8%BE%9E%E8%81%B7%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84?src=hashtag_click,#高市さん迷惑だから辞職してください,,,,,,,,,,,高市,,,,,,,早苗,撤回しろー,発言,tomt,https://x.com/rot_1715/status/1994010504940146919,12小时,https://x.com/rot_1715/status/1994010504940146919/photo/1,https://pbs.twimg.com/media/G6wl_Fla0AEtBbb?format=jpg&name=360x360,https://x.com/rot_1715/status/1994010504940146919/analytics,https://abs-0.twimg.com/emoji/v2/svg/1f4a2.svg,https://abs-0.twimg.com/emoji/v2/svg/1f98c.svg,https://abs-0.twimg.com/emoji/v2/svg/1f92c.svg,https://abs-0.twimg.com/emoji/v2/svg/1f4a2.svg,https://abs-0.twimg.com/emoji/v2/svg/1f525.svg,https://abs-0.twimg.com/emoji/v2/svg/1f62e-200d-1f4a8.svg,https://abs-0.twimg.com/emoji/v2/svg/1f92c.svg,https://abs-0.twimg.com/emoji/v2/svg/1f4a2.svg,https://abs-0.twimg.com/emoji/v2/svg/1f621.svg,,,https://pbs.twimg.com/profile_images/1251760515199545344/F-LQWF1R_normal.jpg,,,,,@tomt71932383,924,https://abs-0.twimg.com/emoji/v2/svg/1f525.svg,30,,,,,,,,,,,,,,,
