css-1jxf684,css-1jxf684 (2),css-146c3p1 href,css-146c3p1,css-1jxf684 (4),css-1jxf684 (5),css-1jxf684 (6),css-1jxf684 (7),css-1jxf684 (8),css-175oi2r href (4),css-1jxf684 (9),css-9pa8cd src (2),css-1jxf684 href,css-1jxf684 (10),css-146c3p1 (2),css-1jxf684 (11),css-1jxf684 (12),css-1jxf684 (13),r-4qtqp9 src,r-4qtqp9 src (2),css-9pa8cd src (3),css-1jxf684 href (2),css-146c3p1 href (2),css-175oi2r href (5),css-9pa8cd src (4),css-175oi2r href (6),css-175oi2r href (7),css-9pa8cd src (5),r-4qtqp9 src (3),r-4qtqp9 src (4),css-146c3p1 (3),css-1jxf684 (15),css-1jxf684 (16),css-1jxf684 (17),css-1jxf684 (14),r-4qtqp9 src (5),r-4qtqp9 src (6),css-175oi2r href (8),css-1jxf684 href (3),css-1jxf684 (18),css-1jxf684 (19),css-9pa8cd src (6),css-1jxf684 (20),css-1jxf684 href (4),css-1jxf684 href (5),r-4qtqp9 src (7),r-4qtqp9 src (8),r-4qtqp9 src (9),r-4qtqp9 src (10)
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1975385537071751465,10月7日,I was very pleased to receive such warm words of congratulations from,显示更多,"6,599",4.5万,35万,https://x.com/takaichi_sanae/status/1975385537071751465/analytics,"1,360万",https://pbs.twimg.com/media/G2n5QLXbIAU8U6s?format=jpg&name=medium,https://x.com/realDonaldTrump,".
Truly hoping to work together with President Trump to make our",,,"Alliance even stronger & more prosperous, and to advance a Free and Open Indo-Pacific.",,https://abs-0.twimg.com/emoji/v2/svg/1f1ef-1f1f5.svg,https://abs-0.twimg.com/emoji/v2/svg/1f1fa-1f1f8.svg,,,,https://x.com/takaichi_sanae/status/1975385537071751465/photo/1,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1975215914623889654,10月6日,"大阪大学の坂口志文先生がノーベル生理学?医学賞を受賞される事が決まり、最高に嬉しい日になりました。

坂口先生、ご一緒に研究されてきた皆様、おめでとうございます!

免疫に関する研究を続けてこられ、更年期の女性が罹りやすい関節リウマチなどの患者を多く救って下さった事だと思います。",显示更多,"1,647",1.7万,21万,https://x.com/takaichi_sanae/status/1975215914623889654/analytics,941万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1975077321481871840,10月6日,"一昨日の自民党総裁選、応援して下さった党員や議員の皆様、有難うございました。
又、12日間の総裁選を見守って下さった国民の皆様、有難うございました。",显示更多,1万,3.9万,50万,https://x.com/takaichi_sanae/status/1975077321481871840/analytics,"1,829万",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1974263282027672028,10月4日,"おはようございます。
本日は12時から決起大会、13時から投開票です。",,1.1万,1.3万,15万,https://x.com/takaichi_sanae/status/1974263282027672028/analytics,972万,https://pbs.twimg.com/media/G2X9-5_bsAAIDD_?format=jpg&name=900x900,,,,,,,,,,,,https://x.com/takaichi_sanae/status/1974263282027672028/photo/1,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1974075762107113784,10月3日,"Veanas号が無事に全日程を完遂してくれました。
私の地元?奈良県第二選挙区のチームサナエ（青年局の仲間）の皆さん、47都道府県を巡り国民の皆様の声を集めてくれて本当にありがとう。
いよいよ明日、運命の日を迎えます。
高市早苗、最後の瞬間まで、誠心誠意、戦い抜いてまいります。",显示更多,621,"2,470",2.4万,https://x.com/takaichi_sanae/status/1974075762107113784/analytics,357万,https://pbs.twimg.com/profile_images/1985644743863439360/J9YWWz6__normal.jpg,,@TakaichiKoenkai,2025/10/3,Veanas号 最後の地へ?47都道府県縦断をふりかえる配?,·,引用,,,https://abs.twimg.com/responsive-web/client-web/parody-mask.92274f0a.svg,,,https://help.x.com/rules-and-policies/authenticity,,,,,,,,粉丝账号,"https://
x.com/i/broadcasts/1
zqJVdDbpEaKB
…",…,【公認】チームサナエが日本を変える,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1974021610442031191,10月3日,"AIサナエに7万件を超えるご質問を頂きました。皆様にご利用いただき嬉しく存じます。
リアルサナエは、政策を実現することで皆様の問いに応えていきます。
一つひとつの政策を実現することで、失われた政治への信頼もまた、取り戻すことができると考えております。",,717,"3,821",3.5万,https://x.com/takaichi_sanae/status/1974021610442031191/analytics,226万,https://pbs.twimg.com/media/G2UEuN6bEAAaNKX?format=jpg&name=small,,,,,,,,,https://pbs.twimg.com/media/G2UEv3qbMAAUAOI?format=jpg&name=small,,,https://x.com/takaichi_sanae/status/1974021610442031191/photo/1,https://pbs.twimg.com/media/G2UEydkbEAAo6rz?format=jpg&name=small,https://x.com/takaichi_sanae/status/1974021610442031191/photo/3,https://x.com/takaichi_sanae/status/1974021610442031191/photo/4,https://pbs.twimg.com/media/G2UEzgSaUAAIYAD?format=jpg&name=small,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1973973862632267879,10月3日,"自民党総裁選も、今日1日になりました。
多くの国会議員の皆様と対話をする中で、具体的な政策についてのご意見やご質問も伺います。

例えば、北陸新幹線。
北陸新幹線は、福井県敦賀駅まで開業し、地元?沿線に大きな経済効果をもたらしています。",显示更多,"1,089","8,301",9.7万,https://x.com/takaichi_sanae/status/1973973862632267879/analytics,480万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1973666900816396628,10月2日,"Veanas号を通じてたくさんの声をお寄せいただき、心から感謝申し上げます。
政策の構築にしっかりと活かしてまいります。",youtube.com,492,"2,743",2.4万,https://x.com/takaichi_sanae/status/1973666900816396628/analytics,220万,https://pbs.twimg.com/card_img/1991823927698657280/BYqsA5mA?format=jpg&name=360x360,,【Veanas号】全国からたくさんの応援メッセージを頂きありがとうございます。,,高市早苗チャンネルでは、政治に関して幅広く発信していきます。ぜひチャンネル登録もよろしくお願いします！【総裁選特設サイト】https://sosaisen-sanae.com/↑教えて??AIサナエさんもコチラから高市早苗チャンネルでは、政治に関して幅広く発信していきます。ぜひチャンネル登録もよろしくお願いします...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1973557685460279350,10月2日,"総裁選も残り僅かとなりました。
今日もこれから演説会と討論会に行ってまいります。
国民の皆様と向き合う事は政治家に求められる基本姿勢です。",显示更多,881,"6,106",4.3万,https://x.com/takaichi_sanae/status/1973557685460279350/analytics,112万,https://pbs.twimg.com/media/G2N3Tq9aIAMYXok?format=jpg&name=900x900,,,,,,,,,,,,https://x.com/takaichi_sanae/status/1973557685460279350/photo/1,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1973337224323518496,10月1日,"Veanas号に寄せられたメッセージに胸が熱くなります。
「日本を守り、取り戻して」
「地方の課題に目を向けて」　
「農業?教育?所得の改善を」
「子供達のために安心して暮らせる日本を」
激励だけでなく、国のあり方や生活課題を託す切実な期待をしっかりと受け取りました。",显示更多,724,"7,789",5.3万,https://x.com/takaichi_sanae/status/1973337224323518496/photo/1,185万,https://pbs.twimg.com/media/G2KzTMqaIAEfU3G?format=jpg&name=900x900,,,,,,,,,https://pbs.twimg.com/media/G2KzUdwaIAI627K?format=jpg&name=900x900,,,https://x.com/takaichi_sanae/status/1973337224323518496/photo/2,https://pbs.twimg.com/media/G2KzVoDaIAQ-Rle?format=jpg&name=900x900,https://x.com/takaichi_sanae/status/1973337224323518496/photo/3,https://x.com/takaichi_sanae/status/1973337224323518496/photo/4,https://pbs.twimg.com/media/G2KzWmKaYAAhvMT?format=jpg&name=900x900,,,,,,,,,,https://x.com/takaichi_sanae/status/1973337224323518496/analytics,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1973337226600914983,10月1日,,,133,"1,133",1万,https://x.com/takaichi_sanae/status/1973337226600914983/analytics,56万,https://pbs.twimg.com/media/G2KzcKbaoAA3ZKO?format=jpg&name=medium,,,,,,,,,,,,https://x.com/takaichi_sanae/status/1973337226600914983/photo/1,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1973161341168001441,10月1日,"私が一番に考えているのは、国民の生命と財産を守ること、そして日本列島を強く豊かにすることです。
どうか大事な1票を、私、高市早苗に託してください。",,"1,735",1.6万,10万,https://x.com/takaichi_sanae/status/1973161341168001441/analytics,378万,https://pbs.twimg.com/media/G2ITxvTbYAA2i0X?format=jpg&name=900x900,,,,,,,,,,,,https://x.com/takaichi_sanae/status/1973161341168001441/photo/1,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1972979750508343601,9月30日,"「どうにか」という願いと「これから」への期待。
Veanas号に寄せられる数多くの声に感謝と同時に強い責任を感じています。

各地でVenas号を迎え共に活動をしてくだっている議員の皆様、そして全力でVeanas号を支えてくれているメンバーに、心から感謝しています。",显示更多,432,"3,300",2.3万,https://x.com/takaichi_sanae/status/1972979750508343601/analytics,59万,https://pbs.twimg.com/amplify_video_thumb/1972976426694623232/img/ulEjRmvwcWZAp1z5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1972866569677275308,9月30日,"Youtube高市早苗チャンネルの登録者数が50万人を超えました。
多くの視聴者様に感謝申し上げます。

総裁選では沢山のメディアに出演させていただいております。
特設サイトで出演一覧をまとめてありますので、こちらもご覧ください。",,430,"5,210",4.6万,https://x.com/takaichi_sanae/status/1972866569677275308/analytics,99万,https://pbs.twimg.com/media/G2EHrsja0AAG-JP?format=jpg&name=medium,https://t.co/MMJtESCNJ0,…,,,因みにAIサナエは全て学習済みです。,,,,,,,https://x.com/takaichi_sanae/status/1972866569677275308/photo/1,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1972798737488748818,9月30日,昨日、国立成育医療研究センター?女性の健康総合センターを視察しました。,显示更多,332,"2,976",3.2万,https://x.com/takaichi_sanae/status/1972798737488748818/analytics,121万,https://pbs.twimg.com/media/G2DJ_HnagAAKrlz?format=jpg&name=small,,,,,,,,,https://pbs.twimg.com/media/G2DJ_HMbAAAKjx9?format=jpg&name=small,,,https://x.com/takaichi_sanae/status/1972798737488748818/photo/1,,https://x.com/takaichi_sanae/status/1972798737488748818/photo/2,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1972646080040075522,9月29日,"本日、関西総決起大会を開催いただきました。
昨年を上回る多くの方にご参加いただき、皆さまの熱い想いを確かに頂戴しました。揺るぎない信念を持ち、あと5日戦い抜きます。",,832,"8,189",7万,https://x.com/takaichi_sanae/status/1972646080040075522/analytics,125万,https://pbs.twimg.com/media/G2A-_vbawAATJVe?format=jpg&name=900x900,,,,,,,,,https://pbs.twimg.com/media/G2A_DCkbMAALWX0?format=jpg&name=900x900,,,https://x.com/takaichi_sanae/status/1972646080040075522/photo/1,,https://x.com/takaichi_sanae/status/1972646080040075522/photo/2,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1972439128303411698,9月29日,"おはようございます。
昨夜、おかげさまでフォロワーが90万人を超えました。
本当にありがとうございます。
気合いも益々充実してまいりました。
そんな今日は地元?関西での総決起大会です。",,"2,761",1.9万,19万,https://x.com/takaichi_sanae/status/1972439128303411698/analytics,644万,https://pbs.twimg.com/media/G1-C7eeaMAAiQrQ?format=jpg&name=900x900,,,,,,,,,,,,https://x.com/takaichi_sanae/status/1972439128303411698/photo/1,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1972169783685829097,9月28日,明日は地元の関西に戻ります。ご都合のつかれる方はぜひお越しください。,なにわ早志会,472,"4,572",3.2万,https://x.com/takaichi_sanae/status/1972169783685829097/analytics,104万,https://pbs.twimg.com/profile_images/1832687222090559489/-1y8u60Z_normal.jpg,,·,2025/9/26,"【高市早苗 関西総決起大会】開催決定！
日時：9月29日（月）18:00?
会場：ホテルニューオータニ大阪 2F「鳳凰の間」

関西から高市早苗候補を全力で後押しする大集会！
党員はもちろん、党員以外の方も参加可能。
さあ、共に",@NaniwaSoushikai,引用,,,https://pbs.twimg.com/media/G1uaqLvaAAMtEkv?format=jpg&name=900x900,,,https://x.com/NaniwaSoushikai/status/1971339317072285801/photo/1,,,,,,,,,してまいりましょう！！,,#日本列島を強く豊かに,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1972058725809901863,9月28日,"同僚の議員の皆さまから熱い、熱いメッセージを頂戴しております。
心強い応援に支えられています。

今日はこれから日曜報道 THE PRIMEと日曜討論に出演です。

議員の皆さまからの応援メッセージ↓↓",,637,"5,364",4.5万,https://x.com/takaichi_sanae/status/1972058725809901863/analytics,78万,https://pbs.twimg.com/card_img/1992354104954474496/Ppc7BrSw?format=png&name=medium,,sosaisen-sanae.com,,議員からの応援メッセージ - 【公式】高市早苗 自民党 総裁選 特設サイト 2025｜日本列島を強く、豊かに。,高市早苗 自民党総裁選 で発表した政策内容を実現するための取り組み事案をこちらで紹介します。,,,,,,,https://t.co/G93SLczaiT,,https://t.co/G93SLczaiT,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1971745624573001735,9月27日,"皆様のお力をお貸しください。

投票発送日の締め切りが迫っています。

総裁選の投票用紙には
「高市早苗」とお書きいただけるよう
周りの党員?党友の方にご連絡をお願いします。
特にSNSを普段使わない方がいらしたら、
是非高市早苗を推してくださいますようお願いします。",,"1,773",2.2万,12万,https://x.com/takaichi_sanae/status/1971745624573001735/analytics,414万,https://pbs.twimg.com/media/G10MMLAb0AIMxNo?format=jpg&name=900x900,,,,,,,,,,,,https://x.com/takaichi_sanae/status/1971745624573001735/photo/1,,,,,,,,,,,,,,,,,,,,,,,,,
