threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,threadview_response_body_link href (2),threadview_response_body_link (2),highlight,res_id,js-response,js-ng-setting href,js-response href,threadview_response_body_embedlink href,threadview_response_body_thumbnail src,threadview_response_body_link (3)
"垢版
|
0386 名無しどんぶらこ 2025/11/27(木) 23:46:23.85",">>364
外国にケンカ売って、外患誘致しかしてない。死刑だね。",,>>364,,,,ID:d8S4I/6u0(2/3),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0387 名無しどんぶらこ 2025/11/27(木) 23:46:30.95",">>366
保身、守銭奴w",,>>366,,,,ID:KdP/f2Cf0(2/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0388 名無しどんぶらこ 2025/11/27(木) 23:46:37.65","官房長官が偽証したことがバレました

さすが息を吐くように国民騙す自民党

トランプ米大統領が高市早苗首相との25日の電話会談で、日中両国の対立に懸念を示していたことが分かった。トランプ氏は対立のエスカレートを避けるよう要請。安定した日中関係を維持する重要性に言及した。日本政府関係者が27日明らかにした。",,,,,,ID:MuhKIG000(2/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0389 名無しどんぶらこ 2025/11/27(木) 23:46:41.79",">>373
指導してやってるんだよ
喜べ（笑）",,>>373,,,,ID:faVxQwpM0(43/43),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0390 名無しどんぶらこ 2025/11/27(木) 23:46:43.77",知ってどうするん,,,,,,ID:mUeMpjMx0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0391 名無しどんぶらこ 2025/11/27(木) 23:46:44.49","聞かれたから答えた
調査すると言ったが公表するとは言ってない
無敵かよw",,,,,,ID:GOgpmW7d0(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0392 名無しどんぶらこ 2025/11/27(木) 23:46:47.38",">>382
いや、ないよ、そんなのｗ

お前も少しは外へ出なさいｗ
ヒッキーやってるようじゃあ、両親が泣くぞ？ｗ

ああ、みなしごなの？ｗ",,>>382,,,,ID:rB++sN9I0(8/10),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0393 名無しどんぶらこ 2025/11/27(木) 23:46:53.32","裏金議員を敢えて幹部入りさせてこの発言
もうさぁ",,,,,,ID:2ovbUS9E0(3/4),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0394 名無しどんぶらこ 2025/11/27(木) 23:47:06.41",">>1
トネガワかよ",,>>1,,,,ID:E4pZzrFn0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0395 名無しどんぶらこ 2025/11/27(木) 23:47:09.17",こりゃまだまだあるとしか思えない,,,,,,ID:izytSuZP0(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0396 名無しどんぶらこ 2025/11/27(木) 23:47:36.58",公表しなきゃやってるかどうかわかんねーじゃねーか,,,,,,ID:WEwfH7+I0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0397 名無しどんぶらこ 2025/11/27(木) 23:47:41.10",">>382
今の高市人気はただの期待感だぞ
「なんか変えてくれそう」というもの",,>>382,,,,ID:2UA3iadl0(2/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0398 名無しどんぶらこ 2025/11/27(木) 23:47:47.55","今の高市人気は、ちょっとやそっとでは
何が起きてもそう簡単には誰にも止められない
若者からジジババ世代まで人気絶頂だよ
なぜなら、それは本物の保守本流だからだよ
未熟なクソガキには理解できないだろう",,,,,,ID:glPb+7lr0(5/12),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0399 名無しどんぶらこ 2025/11/27(木) 23:47:48.07","今の高市人気は、ちょっとやそっとでは
何が起きてもそう簡単には誰にも止められない
若者からジジババ世代まで人気絶頂だよ
なぜなら、それは本物の保守本流だからだよ
未熟なクソガキには理解できないだろう",,,,,,ID:glPb+7lr0(6/12),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0400 名無しどんぶらこ 2025/11/27(木) 23:47:54.57",">>379
戦艦の配備（笑）",,>>379,,,,ID:d8S4I/6u0(3/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0401 名無しどんぶらこ 2025/11/27(木) 23:48:04.60",">>385
ああ、だめだよ、ぼうやｗｗｗ

それじゃあ、ごほうびは上げられないよ？ｗ

あ、もうこんな時間だｗ

ほら、子供はもう寝る時間だよ？
すぐにお布団に入りなさい。
悪い子は高市早苗に取って食べられちゃうぞ〜？ｗｗｗ",,>>385,,,,ID:rB++sN9I0(9/10),2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0402 名無しどんぶらこ 2025/11/27(木) 23:48:11.71",発達系の人かな。。。,,,,,,ID:4g+eODP00(3/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0403 名無しどんぶらこ 2025/11/27(木) 23:48:20.28",">>380
維新から仲間割れした３人じゃないか
維新も自民の右翼連中で同じ穴のムジナ
神谷、高市と同類じゃないか",,>>380,,,,ID:RS/RuJ4w0(17/20),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0404 名無しどんぶらこ 2025/11/27(木) 23:48:30.76",内閣に裏金議員8人,,,,,,ID:eqf1esa50(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0405 名無しどんぶらこ 2025/11/27(木) 23:48:33.19",">>386
今んとこ高市になってよかったな〜って思うことが一個もないな
戦争がより近づいたってことだけだ
あとはやるやる詐欺で終わりだなこれ",,>>386,,,,ID:stm/jag+0(4/4),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0406 名無しどんぶらこ 2025/11/27(木) 23:48:35.03","奈良のイキりヤンキー婆

さっさと辞めろ",,,,,,ID:2+FTyPNT0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0407 名無しどんぶらこ 2025/11/27(木) 23:48:49.00",万が一統一教会から金が流れてたら大変,,,,,,ID:izytSuZP0(2/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0408 名無しどんぶらこ 2025/11/27(木) 23:48:51.55",外に出すと党内がゴタゴタになるから、内緒で調べて後でタイミング見て出したいって事ですか,,,,,,ID:yR2qasa10(1/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0409 名無しどんぶらこ 2025/11/27(木) 23:49:01.72",騙された間抜け,,,,,,ID:cj4G9GWy0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0410 名無しどんぶらこ 2025/11/27(木) 23:49:04.70","今の高市人気は、ちょっとやそっとでは
何が起きてもそう簡単には誰にも止められない
若者からジジババ世代まで人気絶頂だよ
なぜなら、それは本物の保守本流だからだよ
未熟なクソガキには理解できないだろう",,,,,,ID:glPb+7lr0(7/12),2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0411 名無しどんぶらこ 2025/11/27(木) 23:49:14.67",">>401
あー都合悪くなると子供扱いして逃げるパターンか",,>>401,,,,ID:envDk9EO0(8/9),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0412 名無しどんぶらこ 2025/11/27(木) 23:49:15.78",薄い個性しかないから議論式にもならない国会は阿呆っぽい,,,,,,ID:+NgnvSzp0(2/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0413 名無しどんぶらこ 2025/11/27(木) 23:49:17.19",ゴミ過ぎる…,,,,,,ID:HVa9IPSr0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0414 名無しどんぶらこ 2025/11/27(木) 23:49:18.27",は？,,,,,,ID:yHm/xHMY0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0415 名無しどんぶらこ 2025/11/27(木) 23:49:24.74","つーか別に高市自身は潔白だし
他党も裏金議員ばっかりだし開き直って一向に構わんよ
公明のサイトーが裏金()とか言ってるのもはやギャグだし",,,,,,ID:vwzxr7lQ0(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0416 名無しどんぶらこ 2025/11/27(木) 23:49:29.78",一刻も早く総理を辞めていただきたい,,,,,,ID:ef+kvs2M0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0417 名無しどんぶらこ 2025/11/27(木) 23:49:35.28",">>389
何が指導だよ馬鹿のクセに",,>>389,,,,ID:PcA7VKFh0(3/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0418 名無しどんぶらこ 2025/11/27(木) 23:49:48.59","今の高市人気は、ちょっとやそっとでは
何が起きてもそう簡単には誰にも止められない
若者からジジババ世代まで人気絶頂だよ
なぜなら、それは本物の保守本流だからだよ
幼稚で無知なクソガキには理解できないだろう",,,,,,ID:glPb+7lr0(8/12),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0419 名無しどんぶらこ 2025/11/27(木) 23:49:51.32",">>1
クズすぎる
さすが自民党www",,>>1,,,,ID:eJbksEC90,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0420 名無しどんぶらこ 2025/11/27(木) 23:49:59.19",まじでどこのばかが自民党に投票してんの？,,,,,,ID:4EUcliHJ0,2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0421 名無しどんぶらこ 2025/11/27(木) 23:50:12.00","それでいて自分らに歯向かうやつはスパイ防止法でひっ捕らえて黙らせましょうってんだからな
腐りきってる",,,,,,ID:UYTs1ydC0(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0422 名無しどんぶらこ 2025/11/27(木) 23:50:21.33",">>5
一応やるんちゃう？
でも身内では知ってることをわざわざやって、
公表はしない
これただの茶番だと思うけど",,>>5,,,,ID:vT9cyYLE0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0423 名無しどんぶらこ 2025/11/27(木) 23:50:23.68","政治とカネの問題を“そんなこと”って言っちゃったんだから

完全にAUTOやろ",,,,,,ID:GAXJtUP50,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0424 名無しどんぶらこ 2025/11/27(木) 23:50:24.28","調子こいてるな
この総理",,,,,,ID:eqf1esa50(2/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0425 名無しどんぶらこ 2025/11/27(木) 23:50:24.47",この人、何なら出来るの？口を開けば余計な事しか言わない,,,,,,ID:MPii14fL0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0426 名無しどんぶらこ 2025/11/27(木) 23:50:30.08","中国の件で支持率保ってる中これは悪手
唯一味方になってる国民でも離れる層出てくるぞ",,,,,,ID:yTUEW0fB0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0427 名無しどんぶらこ 2025/11/27(木) 23:50:35.41",死ねBBA,,,,,,ID:9XWEReU50,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0428 名無しどんぶらこ 2025/11/27(木) 23:50:36.54","https://x.com/nobu_c.../1993779781675233583

言葉のカルト化：多文化共生

これを言い出すやつらは信用してはならない
思考停止者か情弱か、工作員か特定の主義への癒着かである",https://x.com/nobu_conscience/status/1993779781675233583,https://x.com/nobu_c.../1993779781675233583,,,,ID:VNa8JGbB0,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0429 名無しどんぶらこ 2025/11/27(木) 23:50:42.03",">>410
勝共連合とか好きそう",,>>410,,,,ID:GOgpmW7d0(2/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0430 名無しどんぶらこ 2025/11/27(木) 23:50:42.19",">>401
そうだね
ネトウヨ幼稚園のうよい子は
おねんねしようね
脳のよごれを洗うのはあしたでいいよ",,>>401,,,,ID:RS/RuJ4w0(18/20),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0431 名無しどんぶらこ 2025/11/27(木) 23:50:44.95",">>420
次は絶対自民党に投票するよ、石破終わったし",,>>420,,,,ID:vwzxr7lQ0(2/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0432 名無しどんぶらこ 2025/11/27(木) 23:51:18.95","女性総理が初めて誕生したのに、すぐ降ろすのって
日本のためにもよくないと思うんだよなあ
少しは持たせないとダメだろう",,,,,,ID:LSVBXrIm0(2/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0433 名無しどんぶらこ 2025/11/27(木) 23:51:42.85","萩生田氏側へ衆院選中に寄付　国契約会社、30万円返金へ　（2025/11/27）
https://news.yahoo.c...c95d61dd0552d6e983d2

> 自民党幹事長代行の萩生田光一衆院議員（東京24区）が代表を務める「自民党東京都第24選挙区支部」が昨年10月の衆院選期間中、
> 国の事業を請け負った東京都八王子市の自動車整備会社から30万円の寄付を受けていたことが27日、政治資金収支報告書で分かった。

> 公選法は国と契約を結ぶ当事者が国政選挙に関し寄付することを禁じている。

萩生田、公選法違反か",https://news.yahoo.co.jp/articles/841f03cc9dd24e851086c95d61dd0552d6e983d2,https://news.yahoo.c...c95d61dd0552d6e983d2,,,,ID:SvRUBhXB0(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0434 名無しどんぶらこ 2025/11/27(木) 23:52:01.45","史上最悪のクソ首相ｗ
野党はこれから全てにおいて公表の有無の
言質を取っておかないとな
それと首相が変わっても実行するかもな
2万円給付金みたいにならないように",,,,,,ID:FtjkEI8I0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0435 名無しどんぶらこ 2025/11/27(木) 23:52:10.33",">>410
韓国カルトが日本の保守本流とかマジで笑えねーわ",,>>410,,,,ID:vwrXmdHF0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0436 名無しどんぶらこ 2025/11/27(木) 23:52:17.42","大した問題じゃないんだからさっさと回答して潔白を証明すればいいのに
高市さんにとっても無駄な憶測を掛けられるよりよっぽど有意義でしょ
こんな無駄な質問が今後出てこないように早急に回答お願いします",,,,,,ID:2ovbUS9E0(4/4),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0437 警備員[Lv.0][新芽] 2025/11/27(木) 23:52:23.73",いまだに森友に裏金かよ。キチガイだな。,,,,,,ID:L7Zt79c00,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0438 名無しどんぶらこ 2025/11/27(木) 23:52:27.99",ヤバイのゴロゴロ見つけちゃったんだろうな,,,,,,ID:SZdQ0Jrt0,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0439 名無しどんぶらこ 2025/11/27(木) 23:52:39.83","今の高市人気は、ちょっとやそっとでは
何が起きてもそう簡単には誰にも止められない
若者からジジババ世代まで人気絶頂だよ
ぜなら、それは本物の保守本流だからだよ
たった一行しか書けない、無知で幼稚な
クソガキには理解できないだろう",,,,,,ID:glPb+7lr0(9/12),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0440 名無しどんぶらこ 2025/11/27(木) 23:52:55.43",">>428
統一カルト教会のお方ですかな
それともアベコベ真理教の信者さまですかな
他文化共生しないで
殺し合えとは
日本右翼会議のお仲間うちで勝手にどうぞ",,>>428,,,,ID:RS/RuJ4w0(19/20),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0441 名無しどんぶらこ 2025/11/27(木) 23:53:08.96","自民党の弱点
政治と金",,,,,,ID:Q4ZAEIcZ0(3/4),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0442 名無しどんぶらこ 2025/11/27(木) 23:53:11.10","自民党もそうだし、政治とカネの問題は、規模や党派に関わらずある
つまりどこもやってる
日本は透明性を確保することと国民がチェックできる体制がないんだわ",,,,,,ID:yR2qasa10(2/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0443 名無しどんぶらこ 2025/11/27(木) 23:53:14.50",こんなんの悪魔みたいなツラ見りゃわかるやろ,,,,,,ID:2fEkcsGd0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0444 名無しどんぶらこ 2025/11/27(木) 23:53:22.69",とんち話じゃねんだよ,,,,,,ID:0fN1ftjJ0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0445 名無しどんぶらこ 2025/11/27(木) 23:53:25.93",">>438
見つけるも何も、
自分がやっている事が公表できない悪事だと確信しているから出せないんだよ",,>>438,,,,ID:Q/XkxVTC0(1/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
